date,product_id,units_sold,unit_price,stock_on_hand,reorder_point,is_promotion,discount_pct,month,supplier_lead_days,day,quarter,is_weekend,lag_1,lag_7,rolling_mean_7,product_category_Beauty,product_category_Electronics,product_category_Home,product_category_Sports,day_of_week_1,day_of_week_2,day_of_week_3,day_of_week_4,day_of_week_5,day_of_week_6
2022-04-08,P009,39.0,3388.98,106,43,0,0.0,4,2,8,2,0,26.0,25.0,29.714285714285715,False,False,False,False,False,False,False,True,False,False
2022-04-08,P025,27.0,1369.37,125,51,0,0.0,4,5,8,2,0,36.0,34.0,37.0,False,False,False,False,False,False,False,True,False,False
2022-04-08,P049,29.0,1178.2,37,23,0,0.0,4,8,8,2,0,31.0,36.0,34.0,False,False,False,False,False,False,False,True,False,False
2022-04-08,P038,18.0,13133.03,68,52,0,0.0,4,4,8,2,0,20.0,24.0,16.285714285714285,False,True,False,False,False,False,False,True,False,False
2022-04-08,P033,16.0,9492.79,150,74,0,0.0,4,13,8,2,0,16.0,17.0,16.571428571428573,False,True,False,False,False,False,False,True,False,False
2022-04-08,P030,25.0,22840.44,140,64,0,0.0,4,10,8,2,0,20.0,15.0,17.571428571428573,False,True,False,False,False,False,False,True,False,False
2022-04-08,P006,11.0,10333.24,361,79,0,0.0,4,13,8,2,0,23.0,23.0,19.857142857142858,False,True,False,False,False,False,False,True,False,False
2022-04-08,P021,24.0,2835.58,150,58,0,0.0,4,12,8,2,0,27.0,18.0,27.0,False,False,False,False,False,False,False,True,False,False
2022-04-08,P004,34.0,3323.58,99,40,0,0.0,4,14,8,2,0,30.0,28.0,27.142857142857142,False,False,False,False,False,False,False,True,False,False
2022-04-09,P048,32.0,1895.77,137,51,0,0.0,4,7,9,2,1,25.0,27.0,30.857142857142858,False,False,False,False,False,False,False,False,True,False
2022-04-09,P003,18.0,4693.17,279,79,0,0.0,4,10,9,2,1,22.0,12.0,21.142857142857142,False,False,True,False,False,False,False,False,True,False
2022-04-09,P024,20.0,2717.54,149,58,0,0.0,4,2,9,2,1,17.0,14.0,18.142857142857142,False,True,False,False,False,False,False,False,True,False
2022-04-09,P028,41.0,1139.75,66,51,0,0.0,4,8,9,2,1,25.0,24.0,35.07142857142857,False,False,False,False,False,False,False,False,True,False
2022-04-09,P036,37.0,980.62,84,22,0,0.0,4,8,9,2,1,44.0,36.0,38.357142857142854,True,False,False,False,False,False,False,False,True,False
2022-04-09,P020,22.0,19268.18,97,45,0,0.0,4,8,9,2,1,20.0,12.0,21.714285714285715,False,True,False,False,False,False,False,False,True,False
2022-04-10,P014,16.0,22943.84,80,28,0,0.0,4,9,10,2,1,16.0,16.0,18.571428571428573,False,True,False,False,False,False,False,False,False,True
2022-04-10,P034,28.0,2474.76,141,52,0,0.0,4,2,10,2,1,32.0,28.0,29.714285714285715,False,False,False,True,False,False,False,False,False,True
2022-04-10,P040,33.0,1433.29,62,51,0,0.0,4,9,10,2,1,22.0,33.0,25.571428571428573,False,False,False,False,False,False,False,False,False,True
2022-04-10,P015,24.0,12194.06,99,52,0,0.0,4,8,10,2,1,18.0,15.0,21.0,False,True,False,False,False,False,False,False,False,True
2022-04-10,P024,20.0,2711.75,129,58,0,0.0,4,2,10,2,1,20.0,24.0,19.0,False,True,False,False,False,False,False,False,False,True
2022-04-10,P007,14.0,14686.62,82,60,0,0.0,4,14,10,2,1,22.0,18.0,16.857142857142858,False,True,False,False,False,False,False,False,False,True
2022-04-10,P021,40.0,2761.31,110,58,0,0.0,4,12,10,2,1,24.0,24.0,27.857142857142858,False,False,False,False,False,False,False,False,False,True
2022-04-10,P028,29.0,11102.3,164,51,0,0.0,4,8,10,2,1,41.0,56.5,37.5,False,False,False,False,False,False,False,False,False,True
2022-04-10,P038,19.0,13157.02,220,52,0,0.0,4,4,10,2,1,18.0,19.0,15.428571428571429,False,True,False,False,False,False,False,False,False,True
2022-04-10,P035,35.0,1722.14,257,76,0,0.0,4,5,10,2,1,25.0,18.0,23.0,False,False,False,True,False,False,False,False,False,True
2022-04-11,P044,26.0,2016.88,139,36,0,0.0,4,12,11,2,0,25.0,26.0,26.857142857142858,False,False,False,True,False,False,False,False,False,False
2022-04-11,P024,20.0,2693.56,109,58,0,0.0,4,2,11,2,0,20.0,24.0,18.428571428571427,False,True,False,False,False,False,False,False,False,False
2022-04-11,P019,27.0,761.75,59,33,0,0.0,4,4,11,2,0,30.0,24.0,26.714285714285715,False,False,False,False,False,False,False,False,False,False
2022-04-11,P007,9.0,14853.04,73,60,0,0.0,4,14,11,2,0,14.0,22.0,16.285714285714285,False,True,False,False,False,False,False,False,False,False
2022-04-11,P005,19.0,8367.15,254,72,0,0.0,4,9,11,2,0,18.0,12.0,17.142857142857142,False,True,False,False,False,False,False,False,False,False
2022-04-11,P029,28.0,1303.63,136,41,0,0.0,4,13,11,2,0,36.0,30.0,28.714285714285715,False,False,False,False,False,False,False,False,False,False
2022-04-11,P013,28.0,2264.47,241,77,0,0.0,4,10,11,2,0,33.0,36.0,43.285714285714285,True,False,False,False,False,False,False,False,False,False
2022-04-12,P038,13.0,13494.19,207,52,0,0.0,4,4,12,2,0,19.0,10.0,15.428571428571429,False,True,False,False,True,False,False,False,False,False
2022-04-12,P009,22.0,3552.11,84,43,0,0.0,4,2,12,2,0,39.0,29.0,31.714285714285715,False,False,False,False,True,False,False,False,False,False
2022-04-12,P029,34.0,1262.31,102,41,0,0.0,4,13,12,2,0,28.0,25.0,28.428571428571427,False,False,False,False,True,False,False,False,False,False
2022-04-12,P036,49.0,988.35,35,22,0,0.0,4,8,12,2,0,37.0,32.0,38.5,True,False,False,False,True,False,False,False,False,False
2022-04-12,P034,20.0,2398.16,121,52,0,0.0,4,2,12,2,0,28.0,20.0,29.714285714285715,False,False,False,True,True,False,False,False,False,False
2022-04-12,P005,14.0,8226.55,240,72,0,0.0,4,9,12,2,0,19.0,20.0,18.142857142857142,False,True,False,False,True,False,False,False,False,False
2022-04-13,P024,22.0,2717.6,87,58,0,0.0,4,2,13,2,0,20.0,16.0,17.857142857142858,False,True,False,False,False,True,False,False,False,False
2022-04-13,P038,21.0,13109.72,186,52,0,0.0,4,4,13,2,0,13.0,11.0,15.857142857142858,False,True,False,False,False,True,False,False,False,False
2022-04-13,P042,25.0,1187.55,56,31,0,0.0,4,8,13,2,0,29.0,38.0,36.57142857142857,False,False,False,False,False,True,False,False,False,False
2022-04-13,P018,28.0,3244.27,74,20,0,0.0,4,4,13,2,0,26.0,34.0,27.428571428571427,False,False,False,False,False,True,False,False,False,False
2022-04-13,P014,14.0,23580.31,66,28,0,0.0,4,9,13,2,0,16.0,14.0,18.571428571428573,False,True,False,False,False,True,False,False,False,False
2022-04-13,P036,37.0,974.82,85,22,0,0.0,4,8,13,2,0,49.0,37.0,40.92857142857143,True,False,False,False,False,True,False,False,False,False
2022-04-13,P043,10.0,13666.49,291,68,0,0.0,4,6,13,2,0,11.0,21.0,16.142857142857142,False,True,False,False,False,True,False,False,False,False
2022-04-13,P050,16.0,19404.8,92,78,0,0.0,4,2,13,2,0,22.0,12.0,16.428571428571427,False,True,False,False,False,True,False,False,False,False
2022-04-14,P030,21.0,23969.16,119,64,0,0.0,4,10,14,2,0,25.0,15.0,19.0,False,True,False,False,False,False,True,False,False,False
2022-04-14,P050,20.0,19409.56,294,78,0,0.0,4,2,14,2,0,16.0,10.0,17.0,False,True,False,False,False,False,True,False,False,False
2022-04-14,P006,13.0,10455.21,348,79,0,0.0,4,13,14,2,0,11.0,28.0,18.142857142857142,False,True,False,False,False,False,True,False,False,False
2022-04-14,P041,17.0,17700.45,207,68,0,0.0,4,2,14,2,0,14.0,15.0,16.428571428571427,False,True,False,False,False,False,True,False,False,False
2022-04-14,P038,17.0,13350.2,169,52,0,0.0,4,4,14,2,0,21.0,17.0,17.285714285714285,False,True,False,False,False,False,True,False,False,False
2022-04-14,P003,23.0,4956.6,256,79,0,0.0,4,10,14,2,0,18.0,20.0,22.0,False,False,True,False,False,False,True,False,False,False
2022-04-14,P016,24.0,9167.5,122,43,0,0.0,4,6,14,2,0,15.0,17.0,19.285714285714285,False,True,False,False,False,False,True,False,False,False
2022-04-14,P021,30.0,2726.8,80,58,0,0.0,4,12,14,2,0,40.0,31.0,30.142857142857142,False,False,False,False,False,False,True,False,False,False
2022-04-14,P005,21.0,8336.25,219,72,0,0.0,4,9,14,2,0,14.0,18.0,17.285714285714285,False,True,False,False,False,False,True,False,False,False
2022-04-14,P039,18.0,2619.19,88,43,0,0.0,4,12,14,2,0,15.0,23.0,20.0,False,False,True,False,False,False,True,False,False,False
2022-04-15,P012,17.0,4841.75,195,78,0,0.0,4,6,15,2,0,27.0,28.0,25.571428571428573,False,False,False,True,False,False,False,True,False,False
2022-04-15,P008,37.0,2019.17,76,20,0,0.0,4,10,15,2,0,31.0,42.0,37.857142857142854,True,False,False,False,False,False,False,True,False,False
2022-04-15,P045,25.0,15930.24,71,21,0,0.0,4,13,15,2,0,11.0,17.0,16.142857142857142,False,True,False,False,False,False,False,True,False,False
2022-04-15,P029,25.0,1322.99,77,41,0,0.0,4,13,15,2,0,34.0,32.0,29.714285714285715,False,False,False,False,False,False,False,True,False,False
2022-04-15,P018,22.0,3077.13,52,20,0,0.0,4,4,15,2,0,28.0,21.0,26.571428571428573,False,False,False,False,False,False,False,True,False,False
2022-04-15,P046,27.0,964.73,190,56,0,0.0,4,2,15,2,0,21.0,25.0,22.714285714285715,False,False,True,False,False,False,False,True,False,False
2022-04-15,P017,12.0,19248.05,126,59,0,0.0,4,7,15,2,0,14.0,7.0,16.428571428571427,False,True,False,False,False,False,False,True,False,False
2022-04-15,P027,17.0,11216.29,150,62,0,0.0,4,14,15,2,0,10.0,12.0,16.0,False,True,False,False,False,False,False,True,False,False
2022-04-15,P016,19.0,9096.45,103,43,0,0.0,4,6,15,2,0,24.0,15.0,20.285714285714285,False,True,False,False,False,False,False,True,False,False
2022-04-15,P023,15.0,25623.7,56,32,0,0.0,4,4,15,2,0,24.0,18.0,17.142857142857142,False,True,False,False,False,False,False,True,False,False
2022-04-16,P047,24.0,16894.57,26,21,0,0.0,4,6,16,2,1,18.0,15.0,15.285714285714286,False,True,False,False,False,False,False,False,True,False
2022-04-16,P035,33.0,1706.92,224,76,0,0.0,4,5,16,2,1,35.0,21.0,25.428571428571427,False,False,False,True,False,False,False,False,True,False
2022-04-16,P002,18.0,5742.17,196,55,0,0.0,4,9,16,2,1,23.0,23.0,24.714285714285715,False,False,False,True,False,False,False,False,True,False
2022-04-16,P008,47.0,1994.76,29,20,0,0.0,4,10,16,2,1,37.0,31.0,37.142857142857146,True,False,False,False,False,False,False,False,True,False
2022-04-16,P044,20.0,2052.51,119,36,0,0.0,4,12,16,2,1,26.0,32.0,26.857142857142858,False,False,False,True,False,False,False,False,True,False
2022-04-16,P021,47.0,2798.76,207,58,0,0.0,4,12,16,2,1,30.0,24.0,30.0,False,False,False,False,False,False,False,False,True,False
2022-04-16,P030,21.0,22948.71,98,64,0,0.0,4,10,16,2,1,21.0,21.0,19.857142857142858,False,True,False,False,False,False,False,False,True,False
2022-04-16,P048,32.0,1955.63,105,51,0,0.0,4,7,16,2,1,32.0,20.0,31.571428571428573,False,False,False,False,False,False,False,False,True,False
2022-04-16,P043,25.0,13517.25,266,68,0,0.0,4,6,16,2,1,10.0,11.0,14.571428571428571,False,True,False,False,False,False,False,False,True,False
2022-04-17,P004,30.0,3359.89,69,40,0,0.0,4,14,17,2,1,34.0,20.0,28.0,False,False,False,False,False,False,False,False,False,True
2022-04-17,P018,32.0,3182.21,97,20,0,0.0,4,4,17,2,1,22.0,24.0,26.714285714285715,False,False,False,False,False,False,False,False,False,True
2022-04-17,P011,24.0,6414.77,55,27,0,0.0,4,4,17,2,1,14.0,15.0,18.857142857142858,False,True,False,False,False,False,False,False,False,True
2022-04-17,P024,15.0,2782.93,72,58,0,0.0,4,2,17,2,1,22.0,15.0,18.714285714285715,False,True,False,False,False,False,False,False,False,True
2022-04-17,P048,32.0,1863.37,73,51,0,0.0,4,7,17,2,1,32.0,24.0,33.285714285714285,False,False,False,False,False,False,False,False,False,True
2022-04-17,P045,17.0,16253.39,54,21,0,0.0,4,13,17,2,1,25.0,17.0,17.285714285714285,False,True,False,False,False,False,False,False,False,True
2022-04-17,P020,16.0,19883.77,81,45,0,0.0,4,8,17,2,1,22.0,25.0,23.142857142857142,False,True,False,False,False,False,False,False,False,True
2022-04-17,P002,18.0,5834.8,178,55,0,0.0,4,9,17,2,1,18.0,32.0,24.0,False,False,False,True,False,False,False,False,False,True
2022-04-17,P050,22.0,19152.34,272,78,0,0.0,4,2,17,2,1,20.0,18.0,18.428571428571427,False,True,False,False,False,False,False,False,False,True
2022-04-17,P019,39.0,786.14,135,33,0,0.0,4,4,17,2,1,27.0,29.0,27.142857142857142,False,False,False,False,False,False,False,False,False,True
2022-04-17,P022,19.0,13710.03,73,34,0,0.0,4,11,17,2,1,23.0,22.0,20.571428571428573,False,True,False,False,False,False,False,False,False,True
2022-04-18,P023,16.0,2510.93,40,32,0,0.0,4,4,18,2,0,15.0,12.0,16.714285714285715,False,True,False,False,False,False,False,False,False,False
2022-04-18,P014,18.0,23038.11,48,28,0,0.0,4,9,18,2,0,14.0,12.0,18.571428571428573,False,True,False,False,False,False,False,False,False,False
2022-04-18,P015,21.0,12173.2,78,52,0,0.0,4,8,18,2,0,24.0,13.0,22.285714285714285,False,True,False,False,False,False,False,False,False,False
2022-04-18,P044,16.0,2026.29,103,36,0,0.0,4,12,18,2,0,20.0,33.0,25.142857142857142,False,False,False,True,False,False,False,False,False,False
2022-04-18,P030,9.0,23937.28,89,64,0,0.0,4,10,18,2,0,21.0,22.0,19.857142857142858,False,True,False,False,False,False,False,False,False,False
2022-04-18,P003,15.0,4822.57,241,79,0,0.0,4,10,18,2,0,23.0,20.0,22.428571428571427,False,False,True,False,False,False,False,False,False,False
2022-04-18,P033,19.0,9229.92,131,74,0,0.0,4,13,18,2,0,16.0,15.0,16.428571428571427,False,True,False,False,False,False,False,False,False,False
2022-04-18,P024,19.0,2743.45,218,58,0,0.0,4,2,18,2,0,15.0,17.0,18.714285714285715,False,True,False,False,False,False,False,False,False,False
2022-04-19,P006,23.0,10430.96,325,79,0,0.0,4,13,19,2,0,13.0,28.0,16.0,False,True,False,False,True,False,False,False,False,False
2022-04-19,P029,28.0,1281.93,-49,41,0,0.0,4,13,19,2,0,25.0,27.0,28.714285714285715,False,False,False,False,True,False,False,False,False,False
2022-04-19,P007,17.0,14635.79,274,60,0,0.0,4,14,19,2,0,9.0,17.0,14.428571428571429,False,True,False,False,True,False,False,False,False,False
2022-04-19,P048,33.0,1873.16,242,51,0,0.0,4,7,19,2,0,32.0,47.0,34.42857142857143,False,False,False,False,True,False,False,False,False,False
2022-04-19,P002,27.0,5611.53,151,55,0,0.0,4,9,19,2,0,18.0,20.0,22.0,False,False,False,True,True,False,False,False,False,False
2022-04-19,P011,22.0,6392.0,33,27,0,0.0,4,4,19,2,0,24.0,24.0,20.142857142857142,False,True,False,False,True,False,False,False,False,False
2022-04-20,P014,11.0,23487.31,37,28,0,0.0,4,9,20,2,0,18.0,25.0,19.428571428571427,False,True,False,False,False,True,False,False,False,False
2022-04-20,P011,18.0,6687.51,82,27,0,0.0,4,4,20,2,0,22.0,18.0,19.857142857142858,False,True,False,False,False,True,False,False,False,False
2022-04-20,P006,20.0,10417.17,305,79,0,0.0,4,13,20,2,0,23.0,9.0,15.285714285714286,False,True,False,False,False,True,False,False,False,False
2022-04-20,P027,16.0,11512.03,134,62,0,0.0,4,14,20,2,0,17.0,15.0,16.714285714285715,False,True,False,False,False,True,False,False,False,False
2022-04-20,P016,14.0,30231.729999999996,89,43,0,0.0,4,6,20,2,0,19.0,24.0,20.857142857142858,False,True,False,False,False,True,False,False,False,False
2022-04-20,P020,8.0,19504.86,73,45,0,0.0,4,8,20,2,0,16.0,27.0,21.857142857142858,False,True,False,False,False,True,False,False,False,False
2022-04-21,P012,22.0,4897.14,173,78,0,0.0,4,6,21,2,0,17.0,31.0,24.0,False,False,False,True,False,False,True,False,False,False
2022-04-21,P050,14.0,19332.25,258,78,0,0.0,4,2,21,2,0,22.0,12.0,19.0,False,True,False,False,False,False,True,False,False,False
2022-04-21,P026,26.0,7418.33,170,42,0,0.0,4,8,21,2,0,23.0,29.0,23.857142857142858,False,False,True,False,False,False,True,False,False,False
2022-04-21,P013,40.0,2298.61,201,77,0,0.0,4,10,21,2,0,28.0,34.0,42.142857142857146,True,False,False,False,False,False,True,False,False,False
2022-04-21,P041,17.0,18424.84,190,68,0,0.0,4,2,21,2,0,17.0,13.0,16.714285714285715,False,True,False,False,False,False,True,False,False,False
2022-04-21,P044,22.0,2120.25,81,36,0,0.0,4,12,21,2,0,16.0,24.0,22.714285714285715,False,False,False,True,False,False,True,False,False,False
2022-04-21,P042,32.0,1181.26,130,31,0,0.0,4,8,21,2,0,25.0,36.0,34.714285714285715,False,False,False,False,False,False,True,False,False,False
2022-04-22,P024,16.0,2712.79,202,58,0,0.0,4,2,22,2,0,19.0,17.0,19.0,False,True,False,False,False,False,False,True,False,False
2022-04-22,P038,19.0,12775.4,150,52,0,0.0,4,4,22,2,0,17.0,13.0,17.285714285714285,False,True,False,False,False,False,False,True,False,False
2022-04-22,P030,17.0,23138.34,72,64,0,0.0,4,10,22,2,0,9.0,10.0,18.0,False,True,False,False,False,False,False,True,False,False
2022-04-22,P039,21.0,2565.57,67,43,0,0.0,4,12,22,2,0,18.0,20.0,19.285714285714285,False,False,True,False,False,False,False,True,False,False
2022-04-22,P020,14.0,19719.34,59,45,0,0.0,4,8,22,2,0,8.0,21.0,19.142857142857142,False,True,False,False,False,False,False,True,False,False
2022-04-22,P002,24.0,5799.75,127,55,0,0.0,4,9,22,2,0,27.0,22.0,23.0,False,False,False,True,False,False,False,True,False,False
2022-04-22,P021,27.0,2831.96,180,58,0,0.0,4,12,22,2,0,47.0,39.0,33.285714285714285,False,False,False,False,False,False,False,True,False,False
2022-04-23,P040,26.0,1374.12,212,51,0,0.0,4,9,23,2,1,33.0,24.0,25.571428571428573,False,False,False,False,False,False,False,False,True,False
2022-04-23,P039,22.0,2531.4,45,43,0,0.0,4,12,23,2,1,21.0,12.0,19.428571428571427,False,False,True,False,False,False,False,False,True,False
2022-04-23,P003,30.0,4931.93,211,79,0,0.0,4,10,23,2,1,15.0,25.0,21.714285714285715,False,False,True,False,False,False,False,False,True,False
2022-04-23,P050,22.0,19472.66,236,78,0,0.0,4,2,23,2,1,14.0,29.0,19.285714285714285,False,True,False,False,False,False,False,False,True,False
2022-04-23,P029,39.0,1259.79,138,41,0,0.0,4,13,23,2,1,28.0,25.0,28.857142857142858,False,False,False,False,False,False,False,False,True,False
2022-04-23,P048,38.0,1925.3,204,51,0,0.0,4,7,23,2,1,33.0,47.0,32.42857142857143,False,False,False,False,False,False,False,False,True,False
2022-04-23,P034,30.0,2457.05,91,52,0,0.0,4,2,23,2,1,20.0,30.0,29.714285714285715,False,False,False,True,False,False,False,False,True,False
2022-04-24,P034,24.0,2430.51,67,52,0,0.0,4,2,24,2,1,30.0,30.0,29.714285714285715,False,False,False,True,False,False,False,False,False,True
2022-04-24,P038,18.0,13229.55,132,52,0,0.0,4,4,24,2,1,19.0,20.0,18.142857142857142,False,True,False,False,False,False,False,False,False,True
2022-04-24,P018,40.0,3222.51,57,20,0,0.0,4,4,24,2,1,32.0,32.0,27.857142857142858,False,False,False,False,False,False,False,False,False,True
2022-04-24,P033,24.0,9336.51,107,74,0,0.0,4,13,24,2,1,19.0,11.0,17.0,False,True,False,False,False,False,False,False,False,True
2022-04-24,P003,24.0,4884.65,187,79,0,0.0,4,10,24,2,1,30.0,37.0,22.428571428571427,False,False,True,False,False,False,False,False,False,True
2022-04-24,P012,27.0,4708.08,146,78,0,0.0,4,6,24,2,1,22.0,26.0,22.714285714285715,False,False,False,True,False,False,False,False,False,True
2022-04-24,P025,44.0,1383.89,81,51,0,0.0,4,5,24,2,1,27.0,39.0,36.0,False,False,False,False,False,False,False,False,False,True
2022-04-24,P045,24.0,16200.8,30,21,0,0.0,4,13,24,2,1,17.0,12.0,17.285714285714285,False,True,False,False,False,False,False,False,False,True
2022-04-24,P007,15.0,14262.35,259,60,0,0.0,4,14,24,2,1,17.0,9.0,14.428571428571429,False,True,False,False,False,False,False,False,False,True
2022-04-24,P036,36.0,991.06,49,22,0,0.0,4,8,24,2,1,37.0,27.0,40.92857142857143,True,False,False,False,False,False,False,False,False,True
2022-04-24,P015,21.0,12151.53,57,52,0,0.0,4,8,24,2,1,21.0,17.0,23.428571428571427,False,True,False,False,False,False,False,False,False,True
2022-04-25,P038,17.0,12920.26,115,52,0,0.0,4,4,25,2,0,18.0,18.0,17.857142857142858,False,True,False,False,False,False,False,False,False,False
2022-04-25,P014,15.0,22913.02,102,28,0,0.0,4,9,25,2,0,11.0,27.0,17.428571428571427,False,True,False,False,False,False,False,False,False,False
2022-04-25,P033,18.0,9546.95,89,74,0,0.0,4,13,25,2,0,24.0,12.0,18.857142857142858,False,True,False,False,False,False,False,False,False,False
2022-04-25,P043,16.0,13794.75,250,68,0,0.0,4,6,25,2,0,25.0,18.0,16.571428571428573,False,True,False,False,False,False,False,False,False,False
2022-04-25,P026,15.0,7112.21,155,42,0,0.0,4,8,25,2,0,26.0,19.0,23.428571428571427,False,False,True,False,False,False,False,False,False,False
2022-04-25,P018,24.0,3172.11,33,20,0,0.0,4,4,25,2,0,40.0,29.0,29.0,False,False,False,False,False,False,False,False,False,False
2022-04-25,P017,17.0,18626.01,109,59,0,0.0,4,7,25,2,0,12.0,17.0,17.142857142857142,False,True,False,False,False,False,False,False,False,False
2022-04-25,P030,27.0,23702.34,243,64,0,0.0,4,10,25,2,0,17.0,20.0,19.0,False,True,False,False,False,False,False,False,False,False
2022-04-26,P049,28.0,1124.86,83,23,0,0.0,4,8,26,2,0,29.0,33.0,33.0,False,False,False,False,True,False,False,False,False,False
2022-04-26,P001,17.0,24215.21,52,45,0,0.0,4,13,26,2,0,28.0,20.0,23.0,False,True,False,False,True,False,False,False,False,False
2022-04-26,P005,18.0,30231.729999999996,201,72,0,0.0,4,9,26,2,0,21.0,19.0,17.714285714285715,False,True,False,False,True,False,False,False,False,False
2022-04-26,P040,34.0,1393.02,178,51,0,0.0,4,9,26,2,0,26.0,22.0,25.857142857142858,False,False,False,False,True,False,False,False,False,False
2022-04-26,P020,7.0,19448.02,52,45,0,0.0,4,8,26,2,0,14.0,15.0,18.142857142857142,False,True,False,False,True,False,False,False,False,False
2022-04-26,P029,25.0,1271.01,113,41,0,0.0,4,13,26,2,0,39.0,26.0,30.857142857142858,False,False,False,False,True,False,False,False,False,False
2022-04-26,P034,24.0,2446.06,198,52,0,0.0,4,2,26,2,0,24.0,37.0,28.857142857142858,False,False,False,True,True,False,False,False,False,False
2022-04-26,P025,34.0,1399.71,195,51,0,0.0,4,5,26,2,0,44.0,35.0,36.714285714285715,False,False,False,False,True,False,False,False,False,False
2022-04-26,P050,19.0,19689.65,217,78,0,0.0,4,2,26,2,0,22.0,12.0,18.285714285714285,False,True,False,False,True,False,False,False,False,False
2022-04-26,P003,21.0,4880.9,166,79,0,0.0,4,10,26,2,0,24.0,12.0,20.571428571428573,False,False,True,False,True,False,False,False,False,False
2022-04-26,P024,15.0,2765.18,187,58,0,0.0,4,2,26,2,0,16.0,20.0,18.857142857142858,False,True,False,False,True,False,False,False,False,False
2022-04-27,P016,20.0,9267.46,69,43,0,0.0,4,6,27,2,0,14.0,16.0,19.428571428571427,False,True,False,False,False,True,False,False,False,False
2022-04-27,P039,28.0,2539.23,173,43,0,0.0,4,12,27,2,0,22.0,12.0,20.857142857142858,False,False,True,False,False,True,False,False,False,False
2022-04-27,P002,24.0,5732.97,109,55,0,0.0,4,9,27,2,0,24.0,27.0,23.285714285714285,False,False,False,True,False,True,False,False,False,False
2022-04-27,P028,30.0,1094.29,134,51,0,0.0,4,8,27,2,0,29.0,32.0,33.57142857142857,False,False,False,False,False,True,False,False,False,False
2022-04-27,P041,17.0,18629.19,173,68,0,0.0,4,2,27,2,0,17.0,12.0,17.285714285714285,False,True,False,False,False,True,False,False,False,False
2022-04-27,P043,21.0,13312.35,229,68,0,0.0,4,6,27,2,0,16.0,21.0,16.285714285714285,False,True,False,False,False,True,False,False,False,False
2022-04-27,P010,23.0,2120.92,173,43,0,0.0,4,12,27,2,0,28.0,18.0,22.0,False,False,True,False,False,True,False,False,False,False
2022-04-27,P034,19.0,2487.43,179,52,0,0.0,4,2,27,2,0,24.0,31.0,27.0,False,False,False,True,False,True,False,False,False,False
2022-04-27,P037,15.0,5776.13,55,46,0,0.0,4,10,27,2,0,9.0,17.0,18.142857142857142,False,True,False,False,False,True,False,False,False,False
2022-04-27,P050,8.0,19690.36,209,78,0,0.0,4,2,27,2,0,19.0,22.0,19.285714285714285,False,True,False,False,False,True,False,False,False,False
2022-04-27,P024,13.0,2788.93,174,58,0,0.0,4,2,27,2,0,15.0,20.0,18.142857142857142,False,True,False,False,False,True,False,False,False,False
2022-04-28,P032,22.0,7034.43,61,39,0,0.0,4,12,28,2,0,18.0,13.0,16.857142857142858,False,True,False,False,False,False,True,False,False,False
2022-04-28,P043,16.0,13604.03,213,68,0,0.0,4,6,28,2,0,21.0,16.0,16.285714285714285,False,True,False,False,False,False,True,False,False,False
2022-04-28,P007,27.0,14743.88,232,60,0,0.0,4,14,28,2,0,15.0,16.0,15.285714285714286,False,True,False,False,False,False,True,False,False,False
2022-04-28,P040,24.0,1426.69,154,51,0,0.0,4,9,28,2,0,34.0,24.0,27.571428571428573,False,False,False,False,False,False,True,False,False,False
2022-04-28,P039,25.0,2615.78,148,43,0,0.0,4,12,28,2,0,28.0,31.0,23.142857142857142,False,False,True,False,False,False,True,False,False,False
2022-04-28,P042,28.0,1208.6,102,31,0,0.0,4,8,28,2,0,32.0,31.0,34.142857142857146,False,False,False,False,False,False,True,False,False,False
2022-04-28,P046,15.0,961.85,175,56,0,0.0,4,2,28,2,0,27.0,34.0,23.0,False,False,True,False,False,False,True,False,False,False
2022-04-28,P024,11.0,2780.89,163,58,0,0.0,4,2,28,2,0,13.0,20.0,17.142857142857142,False,True,False,False,False,False,True,False,False,False
2022-04-28,P005,16.0,8194.59,185,72,0,0.0,4,9,28,2,0,18.0,13.0,17.571428571428573,False,True,False,False,False,False,True,False,False,False
2022-04-29,P034,24.0,2398.11,155,52,0,0.0,4,2,29,2,0,19.0,32.0,25.285714285714285,False,False,False,True,False,False,False,True,False,False
2022-04-29,P049,30.0,1150.01,53,23,0,0.0,4,8,29,2,0,28.0,24.0,32.285714285714285,False,False,False,False,False,False,False,True,False,False
2022-04-29,P047,22.0,17063.97,74,21,0,0.0,4,6,29,2,0,24.0,12.0,16.571428571428573,False,True,False,False,False,False,False,True,False,False
2022-04-29,P003,24.0,4821.18,142,79,0,0.0,4,10,29,2,0,21.0,22.0,21.857142857142858,False,False,True,False,False,False,False,True,False,False
2022-04-29,P014,13.0,23161.26,89,28,0,0.0,4,9,29,2,0,15.0,20.0,15.714285714285714,False,True,False,False,False,False,False,True,False,False
2022-04-29,P050,16.0,19869.93,193,78,0,0.0,4,2,29,2,0,8.0,16.0,17.285714285714285,False,True,False,False,False,False,False,True,False,False
2022-04-30,P047,22.0,16425.66,52,21,0,0.0,4,6,30,2,1,22.0,11.0,18.0,False,True,False,False,False,False,False,False,True,False
2022-04-30,P015,14.0,12132.93,229,52,0,0.0,4,8,30,2,1,21.0,30.0,24.0,False,True,False,False,False,False,False,False,True,False
2022-04-30,P007,14.0,14747.64,218,60,0,0.0,4,14,30,2,1,27.0,14.0,16.857142857142858,False,True,False,False,False,False,False,False,True,False
